Iteration,Type,Sentence,Category,Correct Response
8,comp_neg_dis,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets do not have either a racoon or rabbit?",experimental,"([{'🦝', '🐇'}, {'🐎'}], [{'🐎'}])"
8,simple_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets do not have a horse and racoon?",experimental,"([{'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐇'}, {'🐎'}], [{'🐇'}])"
8,inc_dis,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets have a rabbit or racoon or both?",control,"[{'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}]"
8,ex_dis,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets have a racoon or rabbit, but not both?",control,"[{'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}]"
8,comp_neg,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets have neither a rabbit nor racoon?",control,[{'🐎'}]
8,simple_pos_conj,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets have a racoon and horse?",control,"[{'🦝', '🐎'}]"
8,comp_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🦝', '🐇'}, {'🐎'}, which sets do not have both a rabbit and racoon?",control,"([{'🦝'}, {'🐇', '🐎'}, {'🐇'}, {'🦝', '🐎'}, {'🐎'}], [{'🐎'}])"
9,simple_pos,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have a horse?",experimental,"[{'🐖', '🐎'}, {'🦝', '🐎'}, {'🐎'}]"
9,simple_neg,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets do not have a racoon?",experimental,"[{'🐖', '🐎'}, {'🐖'}, {'🐎'}]"
9,simple_pos_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have a pig or horse?",experimental,"([{'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}], [{'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}])"
9,comp_pos_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have either a horse or pig?",experimental,"([{'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}], [{'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}])"
9,simple_neg_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets do not have a pig or horse?",experimental,"([{'🦝'}], [{'🦝'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}])"
9,comp_neg_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets do not have either a horse or racoon?",experimental,"([{'🐖'}, {'🦝', '🐎'}], [{'🐖'}])"
9,simple_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets do not have a horse and pig?",experimental,"([{'🦝'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}], [{'🦝'}])"
9,inc_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have a horse or pig or both?",control,"[{'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}]"
9,ex_dis,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have a pig or racoon, but not both?",control,"[{'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}]"
9,comp_neg,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have neither a racoon nor pig?",control,[{'🐎'}]
9,simple_pos_conj,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets have a pig and horse?",control,"[{'🐖', '🐎'}]"
9,comp_neg_conj,"In the list of emoji sets: {'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐎'}, {'🦝', '🐖'}, {'🐎'}, which sets do not have both a racoon and horse?",control,"([{'🦝'}, {'🐖', '🐎'}, {'🐖'}, {'🦝', '🐖'}, {'🐎'}], [{'🐖'}])"
10,simple_pos,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have a cat?",experimental,"[{'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}]"
10,simple_neg,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets do not have a lion?",experimental,"[{'🐈', '🐒'}, {'🐈'}, {'🐒'}]"
10,simple_pos_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have a monkey or cat?",experimental,"([{'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁', '🐒'}, {'🐒'}], [{'🐈'}, {'🐈', '🦁'}, {'🦁', '🐒'}, {'🐒'}])"
10,comp_pos_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have either a monkey or lion?",experimental,"([{'🐈', '🐒'}, {'🐈', '🦁'}, {'🦁'}, {'🐒'}], [{'🐈', '🐒'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}])"
10,simple_neg_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets do not have a cat or monkey?",experimental,"([{'🦁'}], [{'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}])"
10,comp_neg_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets do not have either a monkey or lion?",experimental,"([{'🐈'}, {'🦁', '🐒'}], [{'🐈'}])"
10,simple_neg_conj,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets do not have a lion and cat?",experimental,"([{'🐈', '🐒'}, {'🐈'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}], [{'🐒'}])"
10,inc_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have a lion or monkey or both?",control,"[{'🐈', '🐒'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}]"
10,ex_dis,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have a cat or lion, but not both?",control,"[{'🐈', '🐒'}, {'🐈'}, {'🦁'}, {'🦁', '🐒'}]"
10,comp_neg,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have neither a lion nor monkey?",control,[{'🐈'}]
10,simple_pos_conj,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets have a cat and lion?",control,"[{'🐈', '🦁'}]"
10,comp_neg_conj,"In the list of emoji sets: {'🐈', '🐒'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}, which sets do not have both a lion and cat?",control,"([{'🐈', '🐒'}, {'🐈'}, {'🦁'}, {'🦁', '🐒'}, {'🐒'}], [{'🐒'}])"
11,simple_pos,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have a dog?",experimental,"[{'🐈', '🐕'}, {'🐕', '🦁'}, {'🐕'}]"
11,simple_neg,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets do not have a lion?",experimental,"[{'🐈'}, {'🐈', '🐕'}, {'🐕'}]"
11,simple_pos_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have a lion or dog?",experimental,"([{'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}], [{'🐈', '🐕'}, {'🐈', '🦁'}, {'🦁'}, {'🐕'}])"
11,comp_pos_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have either a lion or dog?",experimental,"([{'🐈', '🐕'}, {'🐈', '🦁'}, {'🦁'}, {'🐕'}], [{'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}])"
11,simple_neg_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets do not have a cat or dog?",experimental,"([{'🦁'}], [{'🐈'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}])"
11,comp_neg_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets do not have either a cat or dog?",experimental,"([{'🐈', '🐕'}, {'🦁'}], [{'🦁'}])"
11,simple_neg_conj,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets do not have a dog and cat?",experimental,"([{'🐈'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}], [{'🦁'}])"
11,inc_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have a cat or dog or both?",control,"[{'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🐕'}]"
11,ex_dis,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have a cat or lion, but not both?",control,"[{'🐈'}, {'🐈', '🐕'}, {'🐕', '🦁'}, {'🦁'}]"
11,comp_neg,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have neither a lion nor cat?",control,[{'🐕'}]
11,simple_pos_conj,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets have a dog and lion?",control,"[{'🐕', '🦁'}]"
11,comp_neg_conj,"In the list of emoji sets: {'🐈'}, {'🐈', '🐕'}, {'🐈', '🦁'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}, which sets do not have both a cat and lion?",control,"([{'🐈'}, {'🐈', '🐕'}, {'🐕', '🦁'}, {'🦁'}, {'🐕'}], [{'🐕'}])"
12,simple_pos,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have a lion?",experimental,"[{'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}]"
12,simple_neg,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets do not have a cat?",experimental,"[{'🦁'}, {'🦁', '🐎'}, {'🐎'}]"
12,simple_pos_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have a horse or cat?",experimental,"([{'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁', '🐎'}, {'🐎'}], [{'🐈'}, {'🐈', '🦁'}, {'🦁', '🐎'}, {'🐎'}])"
12,comp_pos_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have either a cat or horse?",experimental,"([{'🐈'}, {'🐈', '🦁'}, {'🦁', '🐎'}, {'🐎'}], [{'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁', '🐎'}, {'🐎'}])"
12,simple_neg_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets do not have a lion or horse?",experimental,"([{'🐈'}], [{'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🐎'}])"
12,comp_neg_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets do not have either a lion or horse?",experimental,"([{'🐈'}, {'🦁', '🐎'}], [{'🐈'}])"
12,simple_neg_conj,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets do not have a horse and cat?",experimental,"([{'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}], [{'🦁'}])"
12,inc_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have a lion or horse or both?",control,"[{'🐈', '🐎'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}]"
12,ex_dis,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have a horse or lion, but not both?",control,"[{'🐈', '🐎'}, {'🐈', '🦁'}, {'🦁'}, {'🐎'}]"
12,comp_neg,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have neither a cat nor horse?",control,[{'🦁'}]
12,simple_pos_conj,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets have a horse and lion?",control,"[{'🦁', '🐎'}]"
12,comp_neg_conj,"In the list of emoji sets: {'🐈', '🐎'}, {'🐈'}, {'🐈', '🦁'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}, which sets do not have both a cat and lion?",control,"([{'🐈', '🐎'}, {'🐈'}, {'🦁'}, {'🦁', '🐎'}, {'🐎'}], [{'🐎'}])"
13,simple_pos,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a monkey?",experimental,"[{'🦝', '🐒'}, {'🐒'}, {'🦨', '🐒'}]"
13,simple_neg,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a monkey?",experimental,"[{'🦝'}, {'🦨'}, {'🦝', '🦨'}]"
13,simple_pos_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a racoon or skunk?",experimental,"([{'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🦨', '🐒'}], [{'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦨', '🐒'}])"
13,comp_pos_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have either a skunk or monkey?",experimental,"([{'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}], [{'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}])"
13,simple_neg_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a racoon or skunk?",experimental,"([{'🐒'}], [{'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🐒'}, {'🦨', '🐒'}])"
13,comp_neg_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have either a racoon or skunk?",experimental,"([{'🦝', '🦨'}, {'🐒'}], [{'🐒'}])"
13,simple_neg_conj,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have a skunk and racoon?",experimental,"([{'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🐒'}, {'🦨', '🐒'}], [{'🐒'}])"
13,inc_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a skunk or monkey or both?",control,"[{'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}]"
13,ex_dis,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a skunk or monkey, but not both?",control,"[{'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}]"
13,comp_neg,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have neither a skunk nor monkey?",control,[{'🦝'}]
13,simple_pos_conj,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets have a skunk and racoon?",control,"[{'🦝', '🦨'}]"
13,comp_neg_conj,"In the list of emoji sets: {'🦝'}, {'🦨'}, {'🦝', '🐒'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}, which sets do not have both a monkey and racoon?",control,"([{'🦝'}, {'🦨'}, {'🦝', '🦨'}, {'🐒'}, {'🦨', '🐒'}], [{'🦨'}])"
14,simple_pos,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have a fox?",experimental,"[{'🦊'}, {'🦊', '🐖'}, {'🦊', '🦁'}]"
14,simple_neg,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets do not have a pig?",experimental,"[{'🦊'}, {'🦊', '🦁'}, {'🦁'}]"
14,simple_pos_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have a pig or fox?",experimental,"([{'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}], [{'🦊'}, {'🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}])"
14,comp_pos_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have either a fox or lion?",experimental,"([{'🦊'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦁'}], [{'🦊'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}])"
14,simple_neg_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets do not have a pig or lion?",experimental,"([{'🦊'}], [{'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🦊', '🦁'}, {'🦁'}])"
14,comp_neg_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets do not have either a pig or lion?",experimental,"([{'🦊'}, {'🐖', '🦁'}], [{'🦊'}])"
14,simple_neg_conj,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets do not have a fox and pig?",experimental,"([{'🦊'}, {'🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}], [{'🦁'}])"
14,inc_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have a pig or lion or both?",control,"[{'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}]"
14,ex_dis,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have a fox or pig, but not both?",control,"[{'🦊'}, {'🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}]"
14,comp_neg,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have neither a fox nor pig?",control,[{'🦁'}]
14,simple_pos_conj,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets have a fox and pig?",control,"[{'🦊', '🐖'}]"
14,comp_neg_conj,"In the list of emoji sets: {'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🐖', '🦁'}, {'🦊', '🦁'}, {'🦁'}, which sets do not have both a pig and lion?",control,"([{'🦊'}, {'🐖'}, {'🦊', '🐖'}, {'🦊', '🦁'}, {'🦁'}], [{'🦊'}])"
15,simple_pos,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have a dog?",experimental,"[{'🐇', '🐕'}, {'🦊', '🐕'}, {'🐕'}]"
15,simple_neg,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets do not have a rabbit?",experimental,"[{'🦊'}, {'🦊', '🐕'}, {'🐕'}]"
15,simple_pos_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have a rabbit or dog?",experimental,"([{'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}], [{'🐇'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}])"
15,comp_pos_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have either a dog or fox?",experimental,"([{'🦊'}, {'🐇', '🐕'}, {'🐇', '🦊'}, {'🐕'}], [{'🦊'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}])"
15,simple_neg_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets do not have a fox or rabbit?",experimental,"([{'🐕'}], [{'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐕'}])"
15,comp_neg_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets do not have either a fox or rabbit?",experimental,"([{'🐇', '🦊'}, {'🐕'}], [{'🐕'}])"
15,simple_neg_conj,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets do not have a rabbit and dog?",experimental,"([{'🦊'}, {'🐇'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}], [{'🦊'}])"
15,inc_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have a fox or rabbit or both?",control,"[{'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}]"
15,ex_dis,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have a fox or dog, but not both?",control,"[{'🦊'}, {'🐇', '🐕'}, {'🐇', '🦊'}, {'🐕'}]"
15,comp_neg,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have neither a dog nor rabbit?",control,[{'🦊'}]
15,simple_pos_conj,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets have a dog and rabbit?",control,"[{'🐇', '🐕'}]"
15,comp_neg_conj,"In the list of emoji sets: {'🦊'}, {'🐇'}, {'🐇', '🐕'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}, which sets do not have both a dog and rabbit?",control,"([{'🦊'}, {'🐇'}, {'🦊', '🐕'}, {'🐇', '🦊'}, {'🐕'}], [{'🦊'}])"
