Sentence,Connective,Contradiction,Type,Original order,Total order,LogProb
I drove to the store to buy some milk if I did not drive to the store to buy some milk.,if,1,experimental,277,277,[-2.3359818892045454]
I drove to the store to buy some milk so I did not drive to the store to buy some milk.,so,1,experimental,278,278,[-2.2369939630681817]
I drove to the store to buy some milk therefore I did not drive to the store to buy some milk.,therefore,1,experimental,279,279,[-2.4198774857954546]
I drove to the store to buy some milk but I did not drive to the store to buy some milk.,but,1,experimental,280,280,[-2.169455788352273]
I drove to the store to buy some milk when I did not drive to the store to buy some milk.,when,1,experimental,281,281,[-2.3599076704545454]
I drove to the store to buy some milk although I did not drive to the store to buy some milk.,although,1,experimental,282,282,[-2.434969815340909]
I drove to the store to buy some milk or I did not drive to the store to buy some milk.,or,0,experimental,283,283,[-2.265647194602273]
"Maybe I drove to the store to buy some milk, maybe I did not drive to the store to buy some milk.",maybe,0,experimental,284,284,[-2.0743637084960938]
"Perhaps I drove to the store to buy some milk, perhaps I did not drive to the store to buy some milk.",perhaps,0,experimental,285,285,[-2.3940658569335938]
I might drive to the store to buy some milk and I might not drive to the store to buy some milk.,might,0,experimental,286,286,[-2.1041856848675273]
"Perhaps the cat does not chase the mouse, perhaps the kids do not go to the mall.",perhaps,0,control,287,287,[-3.436060855263158]
The books on the shelf are all hard cover and I did not run into my classmate at the mall.,and,0,control,288,288,[-3.6203169389204546]
The dog is alive although the baseball cap does not help keep the sun off my face.,although,0,control,289,289,[-4.427870008680555]
"Maybe Jim showed the man his tickets, maybe the dog is not alive.",maybe,0,control,290,290,[-5.440625]
I did not call Anna twice today when I did not run into my classmate at the mall.,when,0,control,291,291,[-4.10384521484375]
Friendship is very important to Sarah although the school bus does not come on time.,although,0,control,292,292,[-3.8791360294117645]
This wedding ceremony was held outdoors if the tea in the kettle is not done brewing.,if,0,control,293,293,[-4.835018382352941]
Jim was not born in California although my dog weighs ten pounds.,although,0,control,294,294,[-5.370793269230769]
"Maybe the tree in my backyard does not have green leaves, maybe she likes apples.",maybe,0,control,295,295,[-4.066865808823529]
The cat chases the mouse but the trash is overflowing in my apartment.,but,0,control,296,296,[-3.9498046875]
The mansion has ten rooms or the tree in my backyard has green leaves.,or,0,control,297,297,[-4.392317708333334]
I might call Anna twice today and friendship might not be very important to Sarah.,might,0,control,298,298,[-5.553955078125]
The kids do not go to the mall and this wedding ceremony was not held outdoors.,and,0,control,299,299,[-4.1560202205882355]
The books on the shelf are all hard cover if I ran into my classmate at the mall.,if,0,control,300,300,[-3.918896484375]
I drove to the store to buy some milk so this wedding ceremony was not held outdoors.,so,0,control,301,301,[-4.061197916666667]
The mansion might not have ten rooms and I might not run into my classmate at the mall.,might,0,control,302,302,[-3.927532958984375]
"Maybe the tea in the kettle is not done brewing, maybe I ran into my classmate at the mall.",maybe,0,control,303,303,[-3.8157182173295454]
My sister did not tell me to walk the dog although I do not have a car.,although,0,control,304,304,[-3.777126736111111]
I do not have a car therefore Friendship is not very important to Sarah.,therefore,0,control,305,305,[-4.705859375]
Steve went to New York so my dog does not weigh ten pounds.,so,0,control,306,306,[-4.824009486607143]
My sister did not tell me to walk the dog so the school bus does not come on time.,so,0,control,307,307,[-3.610015869140625]
The boy is not playing soccer so the boy is playing soccer.,so,0,control,308,308,[-3.777043269230769]
I did not drive to the store to buy some milk when the tree in my backyard has green leaves.,when,0,control,309,309,[-3.1156063988095237]
The man has forgotten to do his homework but I did not drive to the store to buy some milk.,but,0,control,310,310,[-3.3607700892857144]
I do not have a car although the kids go to the mall.,although,0,control,311,311,[-4.000558035714286]
"Maybe the kids go to the mall, maybe the school bus does not come on time.",maybe,0,control,312,312,[-3.58935546875]
The cat chases the mouse therefore my sister did not tell me to walk the dog.,therefore,0,control,313,313,[-4.076470269097222]
The boy might be playing soccer and this wedding ceremony might be held outdoors.,might,0,control,314,314,[-4.702213541666667]
The dog is alive if I did not drive to the store to buy some milk.,if,0,control,315,315,[-3.7690716911764706]
"Perhaps Friendship is not very important to Sarah ., perhaps I do not have a car.",perhaps,0,control,316,316,[-5.436351102941177]
My dog weighs ten pounds although the cat chases the mouse.,although,0,control,317,317,[-5.433067908653846]
My dog weighs ten pounds if Friendship is very important to Sarah.,if,0,control,318,318,[-5.9326923076923075]
The dog is not alive when the school bus does not come on time.,when,0,control,319,319,[-3.72412109375]
"Maybe I did not run into my classmate at the mall, maybe the boy is playing soccer.",maybe,0,control,320,320,[-3.8323486328125]
My dog does not weigh ten pounds if I do not have a car.,if,0,control,321,321,[-4.147688802083334]
The man has not forgotten to do his homework therefore Jim did not show the man his tickets.,therefore,0,control,322,322,[-4.8271484375]
Steve did not go to New York when my dog weighs ten pounds.,when,0,control,323,323,[-4.882533482142857]
Friendship is not very important to Sarah but my sister told me to walk the dog.,but,0,control,324,324,[-4.226996527777778]
"Maybe my dog does not weigh ten pounds, maybe I did not run into my classmate at the mall.",maybe,0,control,325,325,[-3.8590864701704546]
I have a car if Friendship is very important to Sarah.,if,0,control,326,326,[-5.584147135416667]
The books on the shelf are not all hard cover therefore the tea in the kettle is done brewing.,therefore,0,control,327,327,[-4.442578125]
My dog weighs ten pounds if the baseball cap helps keep the sun off my face.,if,0,control,328,328,[-4.603860294117647]
My dog does not weigh ten pounds and I drove to the store to buy some milk.,and,0,control,329,329,[-3.8343098958333335]
She might not like apples and the dog might be alive.,might,0,control,330,330,[-4.944986979166667]
I drove to the store to buy some milk so the teacher did not assign homework for the week.,so,0,control,331,331,[-3.43955078125]
The boy is playing soccer when the cat does not chase the mouse.,when,0,control,332,332,[-4.227120535714286]
I ran into my classmate at the mall so the cat chases the mouse.,so,0,control,333,333,[-3.7203440946691178]
Steve did not go to New York but Jim did not show the man his tickets.,but,0,control,334,334,[-4.409811580882353]
The teacher might assign homework for the week and Steve might not go to New York.,might,0,control,335,335,[-4.624310661764706]
Friendship is very important to Sarah but the mansion does not have ten rooms.,but,0,control,336,336,[-4.510009765625]
The tea in the kettle is done brewing although the dog is alive.,although,0,control,337,337,[-4.89453125]
Friendship is very important to Sarah and the boy is not playing soccer.,and,0,control,338,338,[-4.344791666666667]
Steve did not go to New York therefore I did not call Anna twice today.,therefore,0,control,339,339,[-4.5234832763671875]
The boy is not playing soccer but the man has not forgotten to do his homework.,but,0,control,340,340,[-3.922794117647059]
The school bus comes on time so the tree in my backyard does not have green leaves.,so,0,control,341,341,[-4.245388454861111]
The school bus comes on time when the soccer game was not very exciting.,when,0,control,342,342,[-4.759895833333333]
My dog weighs ten pounds and the tea in the kettle is done brewing.,and,0,control,343,343,[-4.888736979166667]
"Maybe the trash is not overflowing in my apartment, maybe I did not call Anna twice today.",maybe,0,control,344,344,[-4.467516447368421]
The mansion has ten rooms but Friendship is not very important to Sarah.,but,0,control,345,345,[-4.980747767857143]
The teacher did not assign homework for the week so my sister told me to walk the dog.,so,0,control,346,346,[-3.324270148026316]
"Perhaps the books on the shelf are all hard cover, perhaps the mansion has ten rooms.",perhaps,0,control,347,347,[-4.263888888888889]
The boy is not playing soccer but the books on the shelf are all hard cover.,but,0,control,348,348,[-4.001838235294118]
"Perhaps the mansion does not have ten rooms, perhaps I did not call Anna twice today.",perhaps,0,control,349,349,[-4.910047743055555]
"Perhaps I did not drive to the store to buy some milk, perhaps my sister told me to walk the dog.",perhaps,0,control,350,350,[-3.2053328804347827]
I might not call Anna twice today and she might not like apples.,might,0,control,351,351,[-5.482282366071429]
My dog does not weigh ten pounds or the man has forgotten to do his homework.,or,0,control,352,352,[-4.9001608455882355]
The man has not forgotten to do his homework but the soccer game was very exciting.,but,0,control,353,353,[-3.96875]
The soccer game was very exciting and I called Anna twice today.,and,0,control,354,354,[-5.178485576923077]
The mansion has ten rooms when the tree in my backyard does not have green leaves.,when,0,control,355,355,[-4.0751953125]
The tree in my backyard has green leaves or Jim did not show the man his tickets.,or,0,control,356,356,[-5.254991319444445]
I did not drive to the store to buy some milk although I called Anna twice today.,although,0,control,357,357,[-4.162651909722222]
The books on the shelf are not all hard cover so Jim showed the man his tickets.,so,0,control,358,358,[-5.070746527777778]
The boy is playing soccer therefore my dog weighs ten pounds.,therefore,0,control,359,359,[-5.484700520833333]
The baseball cap does not help keep the sun off my face therefore my dog weighs ten pounds.,therefore,0,control,360,360,[-4.839638157894737]
I might drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,control,361,361,[-3.5194498697916665]
The soccer game was very exciting if she does not like apples.,if,0,control,362,362,[-4.798076923076923]
I might call Anna twice today and Steve might go to New York.,might,0,control,363,363,[-5.230398995535714]
The kids go to the mall when I ran into my classmate at the mall.,when,0,control,364,364,[-3.5671673943014706]
"Perhaps the kids do not go to the mall, perhaps I ran into my classmate at the mall.",perhaps,0,control,365,365,[-3.722353980654762]
"Maybe Steve did not go to New York, maybe Steve did not go to New York.",maybe,0,control,366,366,[-2.879001193576389]
Friendship is very important to Sarah or Steve did not go to New York.,or,0,control,367,367,[-4.4803466796875]
The trash is overflowing in my apartment therefore the books on the shelf are not all hard cover.,therefore,0,control,368,368,[-4.439555921052632]
The tea in the kettle is done brewing when Friendship is very important to Sarah.,when,0,control,369,369,[-5.432861328125]
The trash is overflowing in my apartment and the kids go to the mall.,and,0,control,370,370,[-4.013020833333333]
The teacher might not assign homework for the week and the soccer game might not be very exciting.,might,0,control,371,371,[-3.9905427631578947]
"Maybe the school bus does not come on time, maybe the tea in the kettle is not done brewing.",maybe,0,control,372,372,[-4.024135044642857]
This wedding ceremony was not held outdoors although friendship is not very important to Sarah.,although,0,control,373,373,[-5.03759765625]
"Perhaps the school bus does not come on time, perhaps Friendship is very important to Sarah.",perhaps,0,control,374,374,[-4.659071180555555]
"Perhaps the baseball cap does not help keep the sun off my face, perhaps the cat chases the mouse.",perhaps,0,control,375,375,[-3.9561878551136362]
"Maybe the tea in the kettle is not done brewing, maybe I did not call Anna twice today.",maybe,0,control,376,376,[-4.5283203125]
I drove to the store to buy some milk although my sister did not tell me to walk the dog.,although,0,control,377,377,[-3.3515857514880953]
I did not run into my classmate at the mall although my dog does not weigh ten pounds.,although,0,control,378,378,[-4.11644287109375]
The tea in the kettle is not done brewing so the boy is not playing soccer.,so,0,control,379,379,[-4.342141544117647]
I did not drive to the store to buy some milk but the teacher did not assign homework for the week.,but,0,control,380,380,[-2.9564098011363638]
The man has forgotten to do his homework so the books on the shelf are all hard cover.,so,0,control,381,381,[-3.9817023026315788]
The kids might go to the mall and the mansion might have ten rooms.,might,0,control,382,382,[-4.630208333333333]
I might not drive to the store to buy some milk and the baseball cap might not help keep the sun off my face.,might,0,control,383,383,[-3.454765625]
"Maybe the soccer game was not very exciting, maybe the books on the shelf are all hard cover.",maybe,0,control,384,384,[-3.944287109375]
The tea in the kettle is not done brewing although Jim showed the man his tickets.,although,0,control,385,385,[-5.485064338235294]
I do not have a car or Jim was not born in California.,or,0,control,386,386,[-4.474609375]
