Iteration,Type,Sentence,Category,Correct Response,Model Response,Order,Correct,Matched Response
6,simple_neg,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the word outlet?",experimental,"['My car works really well.', 'I dropped my keys in a water well.', 'Some car is blocking my car.']","[My car works really well., My phone is doing well now that it is plugged into an outlet., My poetry is an outlet for my emotions.]",62,0,-1
6,simple_pos_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the words well or outlet?",experimental,"(['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'My poetry is an outlet for my emotions.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'I dropped my keys in a water well.', 'My poetry is an outlet for my emotions.'])","[well, outlet]",63,0,-1
6,comp_pos_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have either the words outlet or car?",experimental,"(['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'])","[My car works really well., My phone is doing well now that it is plugged into an outlet., My poetry is an outlet for my emotions.]",64,0,-1
6,simple_neg_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the words well or outlet?",experimental,"(['Some car is blocking my car.'], ['I drove my car to the outlet mall.', 'My car works really well.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'])","[drived, works, plugged, dropped, blocking, poetry]",65,0,-1
6,comp_neg_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have either the words outlet or well?",experimental,"(['My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.'], ['Some car is blocking my car.'])","[drived, car works, dropped, poetry]",66,0,-1
6,simple_neg_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have the words car and well?",experimental,"(['I drove my car to the outlet mall.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['My poetry is an outlet for my emotions.'])","[drived my car to the outlet mall., My phone is doing well now that it is plugged into an outlet., My poetry is an outlet for my emotions.]",67,0,-1
6,inc_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car or outlet or both?",control,"['I drove my car to the outlet mall.', 'My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.']","[drived, car, car, outlet, car]",68,0,-1
6,ex_dis,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the word car or outlet, but not both?",control,"['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.']","[drived, car, car, outlet, outlet, car, outlet, car]",69,0,-1
6,comp_neg,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have neither the word car nor well?",control,['My poetry is an outlet for my emotions.'],"[drived my car to the outlet mall., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well.]",70,0,-1
6,simple_pos_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences have the words outlet and car?",control,['I drove my car to the outlet mall.'],"[ outlet mall, car, outlet ]",71,0,-1
6,comp_neg_conj,"In the list of sentences: I drove my car to the outlet mall., My car works really well., My phone is doing well now that it is plugged into an outlet., I dropped my keys in a water well., Some car is blocking my car., My poetry is an outlet for my emotions., which sentences do not have both the words outlet and car?",control,"(['My car works really well.', 'My phone is doing well now that it is plugged into an outlet.', 'I dropped my keys in a water well.', 'Some car is blocking my car.', 'My poetry is an outlet for my emotions.'], ['I dropped my keys in a water well.'])","[My car works really well., My poetry is an outlet for my emotions., My phone is doing well now that it is plugged into an outlet.]",72,0,-1
7,simple_pos,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the word train?",experimental,"[""The train conductor's orange vest had a stain."", 'I had to train for the marathon.']","[The train conductor's orange vest, I owned an orange, The wind blew away the tent.]",73,0,-1
7,simple_neg,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have the word wind?",experimental,"[""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'I had to train for the marathon.']","[The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., The wind blew away the tent.]",74,0,-1
7,simple_pos_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the words wind or orange?",experimental,"([""The train conductor's orange vest had a stain."", 'I owned an orange wind up car.', 'The sky was orange and there was heavy wind.', 'I enjoyed eating my orange.', 'The wind blew away the tent.'], [""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'The wind blew away the tent.'])","[The sky was orange and there was heavy wind., I owned an orange wind up car.]",75,0,-1
7,comp_pos_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have either the words wind or orange?",experimental,"([""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'The wind blew away the tent.'], [""The train conductor's orange vest had a stain."", 'I owned an orange wind up car.', 'The sky was orange and there was heavy wind.', 'I enjoyed eating my orange.', 'The wind blew away the tent.'])","[The sky was orange and there was heavy wind., The train conductor's orange vest had a stain.]",76,0,-1
7,simple_neg_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have the words wind or orange?",experimental,"(['I had to train for the marathon.'], [""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'I had to train for the marathon.', 'The wind blew away the tent.'])","[The train conductor's orange vest had a stain., I owned an orange wind up car., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent.,]",77,0,-1
7,comp_neg_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have either the words wind or train?",experimental,"(['I enjoyed eating my orange.'], ['I enjoyed eating my orange.'])","[The train conductor's orange vest had a stain., The sky was orange and there was heavy wind., I owned an orange wind up car., I had to train for the marathon.]",78,0,-1
7,simple_neg_conj,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have the words train and orange?",experimental,"(['I owned an orange wind up car.', 'The sky was orange and there was heavy wind.', 'I enjoyed eating my orange.', 'I had to train for the marathon.', 'The wind blew away the tent.'], ['The wind blew away the tent.'])","[The wind blew away the tent., I owned an orange wind up car.]",79,0,-1
7,inc_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the word orange or wind or both?",control,"[""The train conductor's orange vest had a stain."", 'I owned an orange wind up car.', 'The sky was orange and there was heavy wind.', 'I enjoyed eating my orange.', 'The wind blew away the tent.']","[The train conductor's orange vest had a stain., The sky was orange and there was heavy wind.]",80,0,-1
7,ex_dis,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the word train or orange, but not both?",control,"['I owned an orange wind up car.', 'The sky was orange and there was heavy wind.', 'I enjoyed eating my orange.', 'I had to train for the marathon.']","[The train conductor's orange vest had a stain., The wind blew away the tent.]",81,0,-1
7,comp_neg,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have neither the word train nor orange?",control,['The wind blew away the tent.'],"[owned an orange wind up car., The wind blew away the tent.]",82,0,-1
7,simple_pos_conj,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences have the words orange and wind?",control,"['I owned an orange wind up car.', 'The sky was orange and there was heavy wind.']","[The train conductor's orange vest had a stain., The sky was orange and there was heavy wind.]",83,0,-1
7,comp_neg_conj,"In the list of sentences: The train conductor's orange vest had a stain., I owned an orange wind up car., The sky was orange and there was heavy wind., I enjoyed eating my orange., I had to train for the marathon., The wind blew away the tent., which sentences do not have both the words wind and orange?",control,"([""The train conductor's orange vest had a stain."", 'I enjoyed eating my orange.', 'I had to train for the marathon.', 'The wind blew away the tent.'], ['I had to train for the marathon.'])","[The train conductor's orange vest had a stain., I owned an orange wind up car., The wind blew away the tent.,]",84,0,-1
8,simple_pos,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have the word trash?",experimental,"['I put my boots on to throw out all the trash.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.']","[I, I, The]",85,0,-1
8,simple_neg,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences do not have the word paper?",experimental,"['I put my boots on to throw out all the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.']","[I made origami boots out of paper., The torn up paper fell to the floor.]",86,0,-1
8,simple_pos_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have the words boots or trash?",experimental,"(['I put my boots on to throw out all the trash.', 'I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.'], ['I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.'])","[I, boots, trash, The, boots, The, trash]",87,0,-1
8,comp_pos_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have either the words boots or paper?",experimental,"(['I put my boots on to throw out all the trash.', 'I crumpled the paper and threw it in the trash.', 'My boots are old and I need new ones.', 'The torn up paper fell to the floor.'], ['I put my boots on to throw out all the trash.', 'I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'My boots are old and I need new ones.', 'The torn up paper fell to the floor.'])","[I put my boots on to throw out all the trash., origami boots out of paper., The trash is overflowing., My boots are old and I need new ones.]",88,0,-1
8,simple_neg_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences do not have the words boots or trash?",experimental,"(['The torn up paper fell to the floor.'], ['I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.', 'The torn up paper fell to the floor.'])","[I made origami boots out of paper., The torn up paper fell to the floor.]",89,0,-1
8,comp_neg_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences do not have either the words paper or trash?",experimental,"(['I crumpled the paper and threw it in the trash.', 'My boots are old and I need new ones.'], ['My boots are old and I need new ones.'])","[I made origami boots out of paper., The torn up paper fell to the floor.]",90,0,-1
8,simple_neg_conj,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences do not have the words boots and trash?",experimental,"(['I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.', 'The torn up paper fell to the floor.'], ['The torn up paper fell to the floor.'])","[origami boots, crumpled the paper, The trash is overflowing.]",91,0,-1
8,inc_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have the word boots or trash or both?",control,"['I put my boots on to throw out all the trash.', 'I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.']","[I put my boots on to throw out all the trash., I made origami boots out of paper., The trash is overflowing., which]",92,0,-1
8,ex_dis,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have the word trash or boots, but not both?",control,"['I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.']","[I made origami boots out of paper., The torn up paper fell to the floor.]",93,0,-1
8,comp_neg,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have neither the word boots nor paper?",control,['The trash is overflowing.'],"[The trash is overflowing., My boots are old and I need new ones.]",94,0,-1
8,simple_pos_conj,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences have the words paper and boots?",control,['I made origami boots out of paper.'],"[I, paper, I, boots, The, paper, torn up]",95,0,-1
8,comp_neg_conj,"In the list of sentences: I put my boots on to throw out all the trash., I made origami boots out of paper., I crumpled the paper and threw it in the trash., The trash is overflowing., My boots are old and I need new ones., The torn up paper fell to the floor., which sentences do not have both the words trash and boots?",control,"(['I made origami boots out of paper.', 'I crumpled the paper and threw it in the trash.', 'The trash is overflowing.', 'My boots are old and I need new ones.', 'The torn up paper fell to the floor.'], ['The torn up paper fell to the floor.'])","[I put my boots on to throw out all the trash., The trash is overflowing., My boots are old and I need new ones.]",96,0,-1
9,simple_pos,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have the word wet?",experimental,"['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.']","Bell peppers grow well in wet environments.
I rang the door bell quickly because I saw the TV screen on inside.",97,0,-1
9,simple_neg,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences do not have the word screen?",experimental,"['Bell peppers grow well in wet environments.', 'Some bell towers are old.', 'Wet socks are the worst feeling.']","[In the building, I had to screen for people wearing wet shoes inside the building., My screen doors keep the bugs out., Wet socks are the worst feeling.]",98,0,-1
9,simple_pos_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have the words screen or wet?",experimental,"(['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'My screen doors keep the bugs out.'], ['Bell peppers grow well in wet environments.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'My screen doors keep the bugs out.'])","[screen, wet]",99,0,-1
9,comp_pos_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have either the words wet or screen?",experimental,"(['Bell peppers grow well in wet environments.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'My screen doors keep the bugs out.'], ['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'My screen doors keep the bugs out.'])","Bell peppers grow well in wet environments., wet, screen",100,0,-1
9,simple_neg_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences do not have the words bell or wet?",experimental,"(['My screen doors keep the bugs out.', 'Wet socks are the worst feeling.'], ['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'Some bell towers are old.', 'My screen doors keep the bugs out.', 'Wet socks are the worst feeling.'])","[towers, doors]",101,0,-1
9,comp_neg_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences do not have either the words screen or wet?",experimental,"(['I had to screen for people wearing wet shoes inside the building.', 'Some bell towers are old.', 'Wet socks are the worst feeling.'], ['Some bell towers are old.', 'Wet socks are the worst feeling.'])","Bell peppers grow well in wet environments.
I rang the door bell quickly because I saw the TV screen on inside.
My screen doors keep the bugs out.",102,0,-1
9,simple_neg_conj,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences do not have the words wet and bell?",experimental,"(['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'Some bell towers are old.', 'My screen doors keep the bugs out.', 'Wet socks are the worst feeling.'], ['My screen doors keep the bugs out.', 'Wet socks are the worst feeling.'])","[bell peppers grow well in wet environments., I rang the door bell quickly because I saw the TV screen on inside., My screen doors keep the bugs out.]",103,0,-1
9,inc_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have the word screen or wet or both?",control,"['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'My screen doors keep the bugs out.']","[screen, wet, screen, wet, screen]",104,0,-1
9,ex_dis,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have the word bell or wet, but not both?",control,"['Bell peppers grow well in wet environments.', 'I had to screen for people wearing wet shoes inside the building.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'Some bell towers are old.']","[bell, wet, some, wet]",105,0,-1
9,comp_neg,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have neither the word wet nor bell?",control,"['My screen doors keep the bugs out.', 'Wet socks are the worst feeling.']","[people wearing wet shoes inside the building, some bell towers are old, wet socks are the worst feeling]",106,0,-1
9,simple_pos_conj,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences have the words bell and wet?",control,[],"bell
wet",107,0,-1
9,comp_neg_conj,"In the list of sentences: Bell peppers grow well in wet environments., I had to screen for people wearing wet shoes inside the building., I rang the door bell quickly because I saw the TV screen on inside., Some bell towers are old., My screen doors keep the bugs out., Wet socks are the worst feeling., which sentences do not have both the words wet and screen?",control,"(['Bell peppers grow well in wet environments.', 'I rang the door bell quickly because I saw the TV screen on inside.', 'Some bell towers are old.', 'My screen doors keep the bugs out.', 'Wet socks are the worst feeling.'], ['Some bell towers are old.', 'Wet socks are the worst feeling.'])","[Bell peppers grow well in wet environments., Some bell towers are old., Wet socks are the worst feeling.]",108,0,-1
10,simple_pos,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have the word life?",experimental,"['My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'There is no life without liberty.']","[My professor conducted a study on the life of rats., I enjoy my life as the department chair., I needed to study for this upcoming exam.]",109,0,-1
10,simple_neg,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences do not have the word life?",experimental,"['I like to study on my chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.']","[My professor conducted a study on the life of rats., I enjoy my life as the department chair., My dining table was missing a chair.]",110,0,-1
10,simple_pos_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have the words chair or study?",experimental,"(['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'], ['My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'])","[on my chair., study on the life of rats., life as the department chair., study for this upcoming exam.]",111,0,-1
10,comp_pos_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have either the words study or chair?",experimental,"(['My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'], ['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'])","[My professor conducted a study on the life of rats., I enjoy my life as the department chair., My dining table was missing a chair.]",112,0,-1
10,simple_neg_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences do not have the words life or chair?",experimental,"(['I needed to study for this upcoming exam.'], ['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'There is no life without liberty.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'])","[My professor conducted a study on the life of rats., I needed to study for this upcoming exam., which sentences do not have the words life or chair?]",113,0,-1
10,comp_neg_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences do not have either the words chair or life?",experimental,"(['I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.'], ['I needed to study for this upcoming exam.'])","[My professor conducted a study on the life of rats., My dining table was missing a chair.]",114,0,-1
10,simple_neg_conj,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences do not have the words life and chair?",experimental,"(['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'There is no life without liberty.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'], ['I needed to study for this upcoming exam.'])","[My professor conducted a study on the life of rats., I needed to study for this upcoming exam., My dining table was missing a chair.]",115,0,-1
10,inc_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have the word chair or study or both?",control,"['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'I enjoy my life as the department chair.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.']","[My professor conducted a study on the life of rats., I enjoy my life as the department chair., I needed to study for this upcoming exam.]",116,0,-1
10,ex_dis,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have the word chair or life, but not both?",control,"['I like to study on my chair.', 'My professor conducted a study on the life of rats.', 'There is no life without liberty.', 'My dining table was missing a chair.']","[My professor conducted a study on the life of rats., I needed to study for this upcoming exam.]",117,0,-1
10,comp_neg,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have neither the word chair nor life?",control,['I needed to study for this upcoming exam.'],"[study, exam, table]",118,0,-1
10,simple_pos_conj,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences have the words life and study?",control,['My professor conducted a study on the life of rats.'],"[life, study]",119,0,-1
10,comp_neg_conj,"In the list of sentences: I like to study on my chair., My professor conducted a study on the life of rats., I enjoy my life as the department chair., There is no life without liberty., I needed to study for this upcoming exam., My dining table was missing a chair., which sentences do not have both the words study and life?",control,"(['I like to study on my chair.', 'I enjoy my life as the department chair.', 'There is no life without liberty.', 'I needed to study for this upcoming exam.', 'My dining table was missing a chair.'], ['My dining table was missing a chair.'])","[My professor conducted a study on the life of rats., I needed to study for this upcoming exam., My dining table was missing a chair.]",120,0,-1
11,simple_pos,"In the list of sentences: My toy train is sky blue. , I like to play with my toy in the morning., The sky looks pretty in the morning., I have a toy car., The sky is very cloudy., The morning dew made my lawn wet., which sentences have the word toy?",experimental,"['My toy train is sky blue. ', 'I like to play with my toy in the morning.', 'I have a toy car.']","[My toy train, toy car]",121,0,-1
