Iteration,Type,Sentence,Category,Correct Response,Model Response,Order,Correct,Matched Response
11,comp_neg_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have either the letters x or e?",experimental,"(['maxine', 'dusting'], ['dusting'])","[committed, maximal]",126,0,-1
11,simple_neg_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have the letters t and e?",experimental,"(['matrix', 'maxine', 'maximal', 'dusting', 'elegies'], ['maximal'])","[ maxine, committed, maximal ]",127,0,-1
11,inc_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letter x or e or both?",control,"['matrix', 'maxine', 'committed', 'maximal', 'elegies']","[committed, maximal, matrix]",128,0,-1
11,ex_dis,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letter t or e, but not both?",control,"['matrix', 'maxine', 'dusting', 'elegies']","[committed, elegies]",129,0,-1
11,comp_neg,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have neither the letter t nor e?",control,['maximal'],"[ maxine, maximal, dusting ]",130,0,-1
11,simple_pos_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words have the letters e and t?",control,['committed'],"[committed, elegies]",131,0,-1
11,comp_neg_conj,"In the list of words: matrix, maxine, committed, maximal, dusting, elegies, which words do not have both the letters x and e?",control,"(['matrix', 'committed', 'maximal', 'dusting', 'elegies'], ['dusting'])","[committed, matrix, maxine, elegies]",132,0,-1
12,simple_pos,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have the letter e?",experimental,"['expectantly', 'discourage', 'none']","[expectantly, discourage, none]",133,1,0
12,simple_neg,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words do not have the letter u?",experimental,"['expectantly', 'none', 'axiological']","[none, expectantly]",134,0,-1
12,simple_pos_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have the letters x or e?",experimental,"(['expectantly', 'discourage', 'noxious', 'none', 'axiological'], ['discourage', 'noxious', 'none', 'axiological'])","[expectantly, expect, none, noxious]",135,0,-1
12,comp_pos_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have either the letters u or x?",experimental,"(['expectantly', 'discourage', 'axiological', 'discontinuous'], ['expectantly', 'discourage', 'noxious', 'axiological', 'discontinuous'])","[expectantly, noxious, axiological]",136,0,-1
12,simple_neg_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words do not have the letters e or x?",experimental,"(['discontinuous'], ['discourage', 'noxious', 'none', 'axiological', 'discontinuous'])","[none, noxious]",137,0,-1
12,comp_neg_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words do not have either the letters u or x?",experimental,"(['noxious', 'none'], ['none'])","[none, discourage]",138,0,-1
12,simple_neg_conj,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words do not have the letters e and x?",experimental,"(['discourage', 'noxious', 'none', 'axiological', 'discontinuous'], ['discontinuous'])","[none, discourage]",139,0,-1
12,inc_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have the letter u or x or both?",control,"['expectantly', 'discourage', 'noxious', 'axiological', 'discontinuous']","[noxious, expectantly, axiological]",140,0,-1
12,ex_dis,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have the letter u or e, but not both?",control,"['expectantly', 'noxious', 'none', 'discontinuous']","[expectantly, noxious, none]",141,0,-1
12,comp_neg,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have neither the letter e nor u?",control,['axiological'],"[none, noxious]",142,0,-1
12,simple_pos_conj,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words have the letters u and e?",control,['discourage'],"[expectantly, discourage]",143,0,-1
12,comp_neg_conj,"In the list of words: expectantly, discourage, noxious, none, axiological, discontinuous, which words do not have both the letters e and u?",control,"(['expectantly', 'noxious', 'none', 'axiological', 'discontinuous'], ['axiological'])","[none, noxious]",144,0,-1
13,simple_pos,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have the letter d?",experimental,"['jilted', 'maximized', 'bespectacled']","[bespectacled, jilted]",145,0,-1
13,simple_neg,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words do not have the letter d?",experimental,"['juxtaposition', 'enjoy', 'examinations']","[enjoy, examinations]",146,0,-1
13,simple_pos_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have the letters d or j?",experimental,"(['jilted', 'maximized', 'juxtaposition', 'bespectacled', 'enjoy'], ['maximized', 'juxtaposition', 'bespectacled', 'enjoy'])","[jilted, juxtaposition]",147,0,-1
13,comp_pos_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have either the letters d or j?",experimental,"(['maximized', 'juxtaposition', 'bespectacled', 'enjoy'], ['jilted', 'maximized', 'juxtaposition', 'bespectacled', 'enjoy'])","[jilted, juxtaposition, bespectacled]",148,0,-1
13,simple_neg_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words do not have the letters j or x?",experimental,"(['bespectacled'], ['jilted', 'maximized', 'bespectacled', 'enjoy', 'examinations'])","[enjoy, examinations]",149,0,-1
13,comp_neg_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words do not have either the letters x or j?",experimental,"(['juxtaposition', 'bespectacled'], ['bespectacled'])","[enjoy, examinations]",150,0,-1
13,simple_neg_conj,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words do not have the letters j and d?",experimental,"(['maximized', 'juxtaposition', 'bespectacled', 'enjoy', 'examinations'], ['examinations'])","[enjoy, examinations]",151,0,-1
13,inc_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have the letter x or j or both?",control,"['jilted', 'maximized', 'juxtaposition', 'enjoy', 'examinations']","[bespectacled, juxtaposition]",152,0,-1
13,ex_dis,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have the letter x or d, but not both?",control,"['jilted', 'juxtaposition', 'bespectacled', 'examinations']","[juxtaposition, jilted]",153,0,-1
13,comp_neg,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have neither the letter j nor d?",control,['examinations'],"[bespectacled, enjoy, examinations]",154,0,-1
13,simple_pos_conj,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words have the letters x and j?",control,['juxtaposition'],"[juxtaposition, maximized]",155,0,-1
13,comp_neg_conj,"In the list of words: jilted, maximized, juxtaposition, bespectacled, enjoy, examinations, which words do not have both the letters x and d?",control,"(['jilted', 'juxtaposition', 'bespectacled', 'enjoy', 'examinations'], ['enjoy'])","[bespectacled, jilted]",156,0,-1
14,simple_pos,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have the letter k?",experimental,"['squeaky', 'pakistan', 'shackles']","[pakistan, shimmy]",157,0,-1
14,simple_neg,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words do not have the letter k?",experimental,"['insufficiently', 'shimmy', 'jeopardizing']","squeaky, shimmy, pakistan",158,0,-1
14,simple_pos_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have the letters y or n?",experimental,"(['squeaky', 'insufficiently', 'pakistan', 'shimmy', 'jeopardizing'], ['squeaky', 'pakistan', 'shimmy', 'jeopardizing'])","insufficiently, jeopardizing",159,0,-1
14,comp_pos_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have either the letters k or n?",experimental,"(['squeaky', 'insufficiently', 'shackles', 'jeopardizing'], ['squeaky', 'insufficiently', 'pakistan', 'shackles', 'jeopardizing'])","squeaky, shimmy, pakistan, shackles",160,0,-1
14,simple_neg_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words do not have the letters y or n?",experimental,"(['shackles'], ['squeaky', 'pakistan', 'shimmy', 'shackles', 'jeopardizing'])","squeaky, shimmy",161,0,-1
14,comp_neg_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words do not have either the letters n or k?",experimental,"(['pakistan', 'shimmy'], ['shimmy'])","squeaky, shimmy",162,0,-1
14,simple_neg_conj,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words do not have the letters y and k?",experimental,"(['insufficiently', 'pakistan', 'shimmy', 'shackles', 'jeopardizing'], ['jeopardizing'])","insufficiently, pakistan, shimmy",163,0,-1
14,inc_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have the letter n or y or both?",control,"['squeaky', 'insufficiently', 'pakistan', 'shimmy', 'jeopardizing']","squeaky, insufficiently, shimmy, jeopardizing",164,0,-1
14,ex_dis,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have the letter k or y, but not both?",control,"['insufficiently', 'pakistan', 'shimmy', 'shackles']","squeaky, shimmy",165,0,-1
14,comp_neg,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have neither the letter k nor y?",control,['jeopardizing'],"insufficiently, pakistan, shimmy",166,0,-1
14,simple_pos_conj,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words have the letters y and n?",control,['insufficiently'],"insufficiently, jeopardizing",167,0,-1
14,comp_neg_conj,"In the list of words: squeaky, insufficiently, pakistan, shimmy, shackles, jeopardizing, which words do not have both the letters k and n?",control,"(['squeaky', 'insufficiently', 'shimmy', 'shackles', 'jeopardizing'], ['shimmy'])",insufficiently,168,0,-1
15,simple_pos,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have the letter f?",experimental,"['windfall', 'reformer', 'befits']","[reformer, befits]",169,0,-1
15,simple_neg,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words do not have the letter o?",experimental,"['windfall', 'befits', 'sluggishly']","[reformer, befits]",170,0,-1
15,simple_pos_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have the letters f or l?",experimental,"(['windfall', 'reformer', 'ambulatory', 'befits', 'sluggishly'], ['reformer', 'ambulatory', 'befits', 'sluggishly'])","[reformer, sluggishly, ambulatory, befits]",171,1,1
15,comp_pos_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have either the letters o or f?",experimental,"(['windfall', 'ambulatory', 'befits', 'covington'], ['windfall', 'reformer', 'ambulatory', 'befits', 'covington'])","[reformer, sluggishly, befits]",172,0,-1
15,simple_neg_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words do not have the letters o or l?",experimental,"(['befits'], ['windfall', 'reformer', 'befits', 'sluggishly', 'covington'])","[reformer, befits, ambulatory]",173,0,-1
15,comp_neg_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words do not have either the letters l or o?",experimental,"(['ambulatory', 'befits'], ['befits'])","[befits, covington]",174,0,-1
15,simple_neg_conj,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words do not have the letters f and o?",experimental,"(['windfall', 'ambulatory', 'befits', 'sluggishly', 'covington'], ['sluggishly'])","[befits, ambulatory, sluggishly, covington]",175,0,-1
15,inc_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have the letter o or l or both?",control,"['windfall', 'reformer', 'ambulatory', 'sluggishly', 'covington']","[reformer, ambulatory, sluggishly]",176,0,-1
15,ex_dis,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have the letter f or o, but not both?",control,"['windfall', 'ambulatory', 'befits', 'covington']","[reformer, sluggishly, ambulatory]",177,0,-1
15,comp_neg,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have neither the letter o nor f?",control,['sluggishly'],"[ambulatory, befits, sluggishly]",178,0,-1
15,simple_pos_conj,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words have the letters o and f?",control,['reformer'],"[windfall, reformer, ambulatory, befits]",179,0,-1
15,comp_neg_conj,"In the list of words: windfall, reformer, ambulatory, befits, sluggishly, covington, which words do not have both the letters f and o?",control,"(['windfall', 'ambulatory', 'befits', 'sluggishly', 'covington'], ['sluggishly'])","[reformer, sluggishly]",180,0,-1
16,simple_pos,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have the letter e?",experimental,"['lectured', 'zeme', 'gunfire']","[lectured, zeme, organizing]",181,0,-1
16,simple_neg,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words do not have the letter e?",experimental,"['danzig', 'drywall', 'organizing']","[drywall, danzig, zeme]",182,0,-1
16,simple_pos_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have the letters e or z?",experimental,"(['lectured', 'danzig', 'zeme', 'gunfire', 'organizing'], ['lectured', 'danzig', 'gunfire', 'organizing'])","[lectured, zeme, danzig]",183,0,-1
16,comp_pos_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have either the letters e or z?",experimental,"(['lectured', 'danzig', 'gunfire', 'organizing'], ['lectured', 'danzig', 'zeme', 'gunfire', 'organizing'])","[lectured, zeme, danzig, gunfire]",184,0,-1
16,simple_neg_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words do not have the letters d or e?",experimental,"(['organizing'], ['danzig', 'zeme', 'drywall', 'gunfire', 'organizing'])","[lectured, zeme, drywall, gunfire, organizing]",185,0,-1
16,comp_neg_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words do not have either the letters z or e?",experimental,"(['zeme', 'drywall'], ['drywall'])",[drywall],186,1,1
16,simple_neg_conj,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words do not have the letters d and e?",experimental,"(['danzig', 'zeme', 'drywall', 'gunfire', 'organizing'], ['organizing'])","[lectured, zeme, drywall, gunfire, organizing]",187,0,-1
16,inc_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have the letter e or z or both?",control,"['lectured', 'danzig', 'zeme', 'gunfire', 'organizing']","[lectured, zeme, danzig]",188,0,-1
16,ex_dis,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have the letter z or e, but not both?",control,"['lectured', 'danzig', 'gunfire', 'organizing']","[gunfire, zeme, drywall]",189,0,-1
16,comp_neg,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have neither the letter d nor z?",control,['gunfire'],organizing,190,0,-1
16,simple_pos_conj,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words have the letters d and z?",control,['danzig'],"[lectured, danzig]",191,0,-1
16,comp_neg_conj,"In the list of words: lectured, danzig, zeme, drywall, gunfire, organizing, which words do not have both the letters d and e?",control,"(['danzig', 'zeme', 'drywall', 'gunfire', 'organizing'], ['organizing'])","[lectured, zeme, drywall, gunfire]",192,0,-1
17,simple_pos,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have the letter y?",experimental,"['unlikely', 'mechanically', 'artfully']","[unlikely, kinship, mechanically]",193,0,-1
17,simple_neg,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words do not have the letter k?",experimental,"['mechanically', 'artfully', 'photofloodlights']","[unlikely, mechanically, artfully, dronk]",194,0,-1
17,simple_pos_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have the letters k or h?",experimental,"(['unlikely', 'mechanically', 'kinship', 'dronk', 'photofloodlights'], ['unlikely', 'mechanically', 'dronk', 'photofloodlights'])","[kinship, mechanically, photofloodlights]",195,0,-1
17,comp_pos_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have either the letters k or h?",experimental,"(['unlikely', 'mechanically', 'dronk', 'photofloodlights'], ['unlikely', 'mechanically', 'kinship', 'dronk', 'photofloodlights'])","[kinship, mechanically, unlikely, photofloodlights, dronk]",196,1,1
17,simple_neg_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words do not have the letters h or k?",experimental,"(['artfully'], ['unlikely', 'mechanically', 'artfully', 'dronk', 'photofloodlights'])","[unlikely, dronk, mechanically, photofloodlights, artfully]",197,1,1
17,comp_neg_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words do not have either the letters h or y?",experimental,"(['mechanically', 'dronk'], ['dronk'])","unlikely, dronk",198,0,-1
17,simple_neg_conj,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words do not have the letters h and k?",experimental,"(['unlikely', 'mechanically', 'artfully', 'dronk', 'photofloodlights'], ['artfully'])","[unlikely, mechanically, dronk]",199,0,-1
17,inc_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have the letter k or h or both?",control,"['unlikely', 'mechanically', 'kinship', 'dronk', 'photofloodlights']","kinship, mechanically",200,0,-1
17,ex_dis,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have the letter k or h, but not both?",control,"['unlikely', 'mechanically', 'dronk', 'photofloodlights']","[unlikely, kinship, photofloodlights]",201,0,-1
17,comp_neg,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have neither the letter y nor h?",control,['dronk'],"[artfully, kinship]",202,0,-1
17,simple_pos_conj,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words have the letters h and k?",control,['kinship'],"[kinship, mechanically]",203,0,-1
17,comp_neg_conj,"In the list of words: unlikely, mechanically, kinship, artfully, dronk, photofloodlights, which words do not have both the letters y and k?",control,"(['mechanically', 'kinship', 'artfully', 'dronk', 'photofloodlights'], ['photofloodlights'])","[dronk, kinship]",204,0,-1
18,simple_pos,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have the letter z?",experimental,"['zennist', 'razorback', 'wheezes']","[zennist, laotian]",205,0,-1
18,simple_neg,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words do not have the letter k?",experimental,"['zennist', 'laotian', 'wheezes']","[razorback, wheezes, laotian, zennist, schnooks]",206,0,-1
18,simple_pos_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have the letters z or i?",experimental,"(['zennist', 'parkish', 'razorback', 'laotian', 'wheezes'], ['parkish', 'razorback', 'laotian', 'wheezes'])","[zennist, laotian, wheezes, schnooks]",207,0,-1
18,comp_pos_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have either the letters z or i?",experimental,"(['parkish', 'razorback', 'laotian', 'wheezes'], ['zennist', 'parkish', 'razorback', 'laotian', 'wheezes'])","[zennist, laotian]",208,0,-1
18,simple_neg_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words do not have the letters k or z?",experimental,"(['laotian'], ['zennist', 'parkish', 'laotian', 'wheezes', 'schnooks'])","[razorback, wheezes, laotian, schnooks]",209,0,-1
18,comp_neg_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words do not have either the letters z or i?",experimental,"(['zennist', 'schnooks'], ['schnooks'])","[razorback, schnooks]",210,0,-1
18,simple_neg_conj,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words do not have the letters k and i?",experimental,"(['zennist', 'razorback', 'laotian', 'wheezes', 'schnooks'], ['wheezes'])","[razorback, wheezes]",211,0,-1
18,inc_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have the letter i or z or both?",control,"['zennist', 'parkish', 'razorback', 'laotian', 'wheezes']","[razorback, zennist, laotian]",212,0,-1
18,ex_dis,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have the letter i or k, but not both?",control,"['zennist', 'razorback', 'laotian', 'schnooks']","[razorback, wheezes, laotian, schnooks]",213,0,-1
18,comp_neg,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have neither the letter z nor k?",control,['laotian'],"[razorback, laotian, wheezes]",214,0,-1
18,simple_pos_conj,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words have the letters z and k?",control,['razorback'],"[zennist, razorback]",215,0,-1
18,comp_neg_conj,"In the list of words: zennist, parkish, razorback, laotian, wheezes, schnooks, which words do not have both the letters i and z?",control,"(['parkish', 'razorback', 'laotian', 'wheezes', 'schnooks'], ['schnooks'])","[razorback, wheezes, schnooks]",216,0,-1
19,simple_pos,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have the letter w?",experimental,"['horowitz', 'unwillingness', 'hewlitt']","[horowitz, unwillingness, hewlitt]",217,1,0
19,simple_neg,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words do not have the letter w?",experimental,"['suzanne', 'materialize', 'sinuous']","[suzanne, hewlitt, sinuous]",218,0,-1
19,simple_pos_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have the letters w or z?",experimental,"(['horowitz', 'suzanne', 'unwillingness', 'materialize', 'hewlitt'], ['suzanne', 'unwillingness', 'materialize', 'hewlitt'])","[unwillingness, suzanne, sinuous]",219,0,-1
19,comp_pos_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have either the letters z or s?",experimental,"(['horowitz', 'unwillingness', 'materialize', 'sinuous'], ['horowitz', 'suzanne', 'unwillingness', 'materialize', 'sinuous'])","[horowitz, suzanne, sinuous, unwillingness]",220,0,-1
19,simple_neg_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words do not have the letters w or s?",experimental,"(['materialize'], ['horowitz', 'suzanne', 'materialize', 'hewlitt', 'sinuous'])","[horowitz, hewlitt, materialize]",221,0,-1
19,comp_neg_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words do not have either the letters z or w?",experimental,"(['horowitz', 'sinuous'], ['sinuous'])","[Su, sinuous]",222,0,-1
19,simple_neg_conj,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words do not have the letters z and w?",experimental,"(['suzanne', 'unwillingness', 'materialize', 'hewlitt', 'sinuous'], ['sinuous'])","[horowitz, sinuous]",223,0,-1
19,inc_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have the letter w or z or both?",control,"['horowitz', 'suzanne', 'unwillingness', 'materialize', 'hewlitt']","[unwillingness, suzanne, sinuous, hewlitt]",224,0,-1
19,ex_dis,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have the letter z or w, but not both?",control,"['suzanne', 'unwillingness', 'materialize', 'hewlitt']","[unwillingness, suzanne]",225,0,-1
19,comp_neg,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have neither the letter z nor w?",control,['sinuous'],"[Materialize, sinuous]",226,0,-1
19,simple_pos_conj,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words have the letters w and s?",control,['unwillingness'],"[unwillingness, suzanne, sinuous]",227,0,-1
19,comp_neg_conj,"In the list of words: horowitz, suzanne, unwillingness, materialize, hewlitt, sinuous, which words do not have both the letters z and s?",control,"(['horowitz', 'unwillingness', 'materialize', 'hewlitt', 'sinuous'], ['hewlitt'])","[horowitz, hewlitt, sinuous]",228,0,-1
20,simple_pos,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have the letter v?",experimental,"['fervor', 'reinvestigation', 'swerve']","[swerve, fervor]",229,0,-1
20,simple_neg,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words do not have the letter v?",experimental,"['foreshortening', 'floc', 'stated']","[stated, floc]",230,0,-1
20,simple_pos_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have the letters v or f?",experimental,"(['fervor', 'reinvestigation', 'foreshortening', 'swerve', 'floc'], ['reinvestigation', 'foreshortening', 'swerve', 'floc'])","[foreshortening, fervor, floc, swerve]",231,0,-1
20,comp_pos_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have either the letters f or t?",experimental,"(['fervor', 'reinvestigation', 'floc', 'stated'], ['fervor', 'reinvestigation', 'foreshortening', 'floc', 'stated'])","[fervor, stated, floc, swerve]",232,0,-1
20,simple_neg_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words do not have the letters t or f?",experimental,"(['swerve'], ['fervor', 'reinvestigation', 'swerve', 'floc', 'stated'])","[reinvestigation, swerve]",233,0,-1
20,comp_neg_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words do not have either the letters f or t?",experimental,"(['foreshortening', 'swerve'], ['swerve'])","[reinvestigation, swerve, floc, stated]",234,0,-1
20,simple_neg_conj,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words do not have the letters f and t?",experimental,"(['fervor', 'reinvestigation', 'swerve', 'floc', 'stated'], ['swerve'])","[swerve, floc, stated]",235,0,-1
20,inc_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have the letter t or v or both?",control,"['fervor', 'reinvestigation', 'foreshortening', 'swerve', 'stated']","[reinvestigation, stated, fervor, swerve]",236,0,-1
20,ex_dis,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have the letter v or f, but not both?",control,"['reinvestigation', 'foreshortening', 'swerve', 'floc']","[swerve, floc]",237,0,-1
20,comp_neg,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have neither the letter v nor t?",control,['floc'],"[foreshortening, floc, swerve, stated]",238,0,-1
20,simple_pos_conj,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words have the letters t and v?",control,['reinvestigation'],"[stated, fervor]",239,0,-1
20,comp_neg_conj,"In the list of words: fervor, reinvestigation, foreshortening, swerve, floc, stated, which words do not have both the letters f and v?",control,"(['reinvestigation', 'foreshortening', 'swerve', 'floc', 'stated'], ['stated'])","[swerve, floc, stated]",240,0,-1
